"","Age","G","PA","AB","R","H","X2B","X3B","HR","RBI","SB","CS","BB","SO","BA","OBP","SLG","OPS","TB","GDP","HBP","SH","SF","IBB","Promoted"
"366",34,45,155,148,19,49,9,0,6,32,0,0,6,19,0.331,0.355,0.514,0.868,76,6,0,0,1,0,0
"367",26,51,126,109,13,22,4,1,0,15,1,0,13,16,0.202,0.287,0.257,0.544,28,5,0,4,0,1,0
"368",25,94,407,344,74,113,25,7,17,52,16,8,46,85,0.329,0.42,0.59,1.01,203,3,11,2,4,2,1
"369",25,57,187,178,33,63,11,3,7,32,1,1,5,24,0.354,0.376,0.567,0.944,101,6,2,1,1,0,0
"370",28,74,305,289,46,92,31,3,8,46,1,2,13,34,0.318,0.348,0.529,0.877,153,8,1,0,2,1,1
"371",25,60,243,224,32,66,12,3,3,33,1,1,14,53,0.295,0.333,0.415,0.749,93,5,1,0,4,0,1
"372",24,115,475,412,71,121,34,1,11,76,0,1,52,91,0.294,0.371,0.461,0.833,190,15,3,1,7,1,1
"373",29,133,561,490,96,158,32,5,13,71,9,4,59,116,0.322,0.393,0.488,0.88,239,7,2,3,7,5,1
"374",29,19,79,68,12,23,4,1,0,7,4,1,8,12,0.338,0.416,0.427,0.842,29,1,1,2,0,1,1
"375",24,53,166,141,25,40,9,1,5,20,1,1,21,47,0.284,0.374,0.468,0.842,66,0,0,3,1,0,0
"376",27,64,297,273,50,93,20,10,3,40,11,7,17,47,0.341,0.381,0.52,0.901,142,3,2,3,2,2,1
"377",24,39,110,102,8,26,2,0,0,8,0,0,6,14,0.255,0.296,0.275,0.571,28,0,0,2,0,0,0
"378",35,18,75,68,7,16,2,1,1,7,0,0,6,8,0.235,0.297,0.338,0.636,23,3,0,1,0,0,0
"379",29,112,456,402,72,118,22,8,13,61,14,9,35,106,0.294,0.356,0.485,0.841,195,3,7,6,6,3,0
"380",24,119,522,452,84,134,17,4,26,107,1,0,59,106,0.297,0.376,0.524,0.9,237,11,3,0,8,1,1
"381",25,95,411,358,68,117,34,1,18,67,5,3,46,64,0.327,0.404,0.578,0.982,207,9,3,0,4,1,1
"382",26,62,263,235,51,76,19,1,5,38,14,4,23,49,0.323,0.383,0.477,0.86,112,4,1,2,2,0,1
"383",29,75,281,249,43,67,12,1,3,19,11,2,27,59,0.269,0.346,0.361,0.708,90,4,3,1,1,0,1
"384",28,22,71,64,9,23,4,0,1,6,0,0,5,8,0.359,0.414,0.469,0.883,30,4,1,1,0,0,1
"385",28,68,229,206,35,59,15,0,6,31,2,0,15,46,0.286,0.349,0.447,0.796,92,5,6,0,2,4,1
"386",22,45,177,161,21,48,10,0,2,23,0,0,11,21,0.298,0.347,0.398,0.744,64,4,2,1,2,0,1
"387",28,24,102,90,14,24,2,0,3,15,3,2,8,20,0.267,0.343,0.389,0.732,35,2,3,0,1,0,1
"388",34,123,492,441,73,102,19,0,35,78,0,1,40,136,0.231,0.301,0.513,0.813,226,7,6,0,5,2,0
"389",24,22,66,57,3,7,0,0,0,2,1,1,6,20,0.123,0.203,0.123,0.326,7,2,0,2,1,0,1
"390",23,90,373,341,55,107,23,2,13,62,1,2,24,85,0.314,0.367,0.507,0.875,173,13,6,0,2,3,1
"391",24,23,95,90,6,21,6,0,0,4,0,1,4,17,0.233,0.263,0.3,0.563,27,2,0,0,1,0,1
"392",26,23,82,73,5,15,2,1,0,9,2,0,4,9,0.206,0.272,0.26,0.532,19,2,3,1,1,1,1
"393",28,73,291,245,47,78,26,1,10,54,3,3,35,51,0.318,0.41,0.555,0.965,136,6,6,1,4,1,1
"394",23,124,536,507,92,161,28,7,13,59,37,10,22,101,0.318,0.348,0.477,0.826,242,10,3,2,2,1,1
"395",30,79,279,239,35,60,6,0,8,38,0,0,36,56,0.251,0.353,0.377,0.729,90,8,2,1,1,7,0
"396",30,39,137,117,21,38,13,1,5,29,5,3,18,24,0.325,0.409,0.581,0.99,68,1,0,0,2,1,1
"397",28,107,398,344,48,110,13,1,5,45,7,3,40,25,0.32,0.39,0.407,0.797,140,4,2,8,4,1,1
"398",25,115,358,315,49,94,11,3,0,33,12,8,39,20,0.298,0.374,0.352,0.726,111,3,0,2,2,1,1
"399",30,122,408,362,65,110,23,3,20,66,16,10,40,108,0.304,0.375,0.55,0.925,199,5,3,0,3,3,1
"400",25,86,351,310,54,93,16,0,16,57,0,1,27,87,0.3,0.379,0.507,0.885,157,7,13,0,1,1,1
"401",33,84,295,260,23,66,12,0,6,25,2,1,29,60,0.254,0.337,0.369,0.706,96,8,4,1,1,2,0
"402",28,37,96,82,7,17,6,0,2,8,0,0,12,26,0.207,0.316,0.354,0.67,29,1,1,1,0,0,0
"403",27,22,79,78,10,26,4,0,3,8,0,0,1,15,0.333,0.342,0.5,0.842,39,2,0,0,0,0,0
"404",22,14,54,52,7,19,4,0,2,11,0,0,1,9,0.365,0.389,0.558,0.947,29,0,1,0,0,0,1
"405",35,101,422,371,61,126,22,0,13,57,1,2,43,49,0.34,0.408,0.504,0.912,187,15,3,0,5,4,0
"406",27,84,368,317,42,90,21,3,7,31,10,2,46,44,0.284,0.375,0.435,0.81,138,4,2,0,3,1,1
"407",27,61,262,233,36,69,13,2,7,36,14,3,24,58,0.296,0.364,0.459,0.823,107,4,2,1,2,2,1
"408",25,39,116,111,8,23,4,0,1,4,0,0,4,24,0.207,0.235,0.27,0.505,30,5,0,1,0,0,0
"409",22,78,315,286,27,67,14,0,7,46,0,1,23,31,0.234,0.291,0.357,0.647,102,6,1,2,3,2,1
"410",27,21,69,60,3,14,1,0,1,4,1,1,9,11,0.233,0.333,0.3,0.633,18,0,0,0,0,0,0
"411",33,63,235,212,44,73,16,1,12,47,2,2,15,36,0.344,0.397,0.599,0.997,127,5,5,1,2,2,1
"412",28,16,63,59,9,21,4,0,3,8,0,0,3,13,0.356,0.397,0.576,0.973,34,0,1,0,0,0,1
"413",32,89,283,249,24,63,7,3,8,32,0,4,19,53,0.253,0.306,0.402,0.707,100,3,3,5,7,0,0
"414",26,121,538,482,80,116,23,6,13,41,26,12,44,145,0.241,0.31,0.394,0.705,190,1,6,3,3,2,1
"415",28,123,420,370,55,82,14,0,29,74,1,3,45,101,0.222,0.31,0.495,0.804,183,8,3,0,2,4,1
"416",29,33,125,106,21,32,6,0,13,25,1,0,14,28,0.302,0.4,0.726,1.126,77,2,4,0,1,0,1
"417",28,28,75,66,4,7,2,0,2,3,1,1,5,17,0.106,0.213,0.227,0.441,15,1,4,0,0,0,0
"418",26,64,271,243,45,78,8,2,3,28,8,7,20,43,0.321,0.38,0.407,0.788,99,3,5,0,3,0,1
"419",29,43,147,138,11,26,3,0,6,15,0,0,5,40,0.188,0.219,0.341,0.56,47,2,1,1,2,0,0
"420",28,34,144,116,20,35,7,0,5,18,2,2,22,23,0.302,0.431,0.491,0.922,57,6,5,0,1,1,1
"421",24,36,160,141,14,37,7,1,0,14,4,0,10,27,0.262,0.327,0.326,0.653,46,3,4,4,1,0,1
"422",32,110,461,398,52,124,15,1,4,42,6,8,49,50,0.312,0.391,0.384,0.775,153,9,4,8,2,3,1
"423",26,84,351,325,43,87,14,0,14,51,2,1,17,79,0.268,0.316,0.44,0.756,143,10,7,0,2,0,0
"424",26,126,584,533,78,162,23,8,10,56,20,8,37,69,0.304,0.35,0.433,0.783,231,7,3,6,5,1,1
"425",30,47,175,141,18,31,10,0,5,20,0,0,30,35,0.22,0.354,0.397,0.752,56,1,1,0,3,0,0
"426",26,137,584,493,93,143,28,1,20,78,6,4,79,128,0.29,0.392,0.473,0.865,233,16,7,0,5,3,1
"427",29,14,53,51,5,16,2,0,2,6,0,0,0,11,0.314,0.327,0.471,0.798,24,2,1,1,0,0,1
"428",28,129,572,519,64,136,23,6,8,70,9,3,30,80,0.262,0.303,0.376,0.679,195,15,5,8,10,2,1
"429",33,15,60,55,4,13,1,0,1,3,0,0,4,16,0.236,0.3,0.309,0.609,17,2,1,0,0,0,1
"430",34,109,451,412,57,113,20,3,9,62,4,1,20,60,0.274,0.328,0.403,0.731,166,15,14,3,2,1,0
"431",24,55,260,231,48,83,18,2,12,42,10,9,24,39,0.359,0.423,0.61,1.033,141,2,2,2,1,4,1
"432",27,65,247,215,27,58,15,2,2,22,0,0,26,45,0.27,0.35,0.386,0.736,83,10,2,1,3,0,1
"433",24,63,251,231,27,48,7,0,7,31,0,0,9,84,0.208,0.249,0.329,0.578,76,3,5,2,4,2,0
"434",24,37,129,109,17,30,10,0,1,13,6,2,12,28,0.275,0.35,0.395,0.744,43,3,1,6,1,1,0
"435",29,132,579,502,85,140,31,1,24,81,2,1,70,123,0.279,0.364,0.488,0.852,245,7,1,0,6,1,0
"436",28,19,70,58,5,15,0,0,0,8,1,2,8,7,0.259,0.338,0.259,0.597,15,4,0,2,2,0,1
"437",26,27,97,90,9,18,4,0,1,12,0,0,7,29,0.2,0.258,0.278,0.536,25,1,0,0,0,1,0
"438",25,23,92,87,12,22,7,0,2,9,0,0,4,30,0.253,0.286,0.402,0.688,35,1,0,1,0,0,1
"439",24,130,568,518,69,149,28,0,11,54,3,1,41,44,0.288,0.34,0.405,0.745,210,29,3,0,6,1,1
"440",32,103,436,383,52,113,24,2,8,56,7,2,38,85,0.295,0.362,0.431,0.793,165,20,6,2,7,2,0
"441",25,85,371,328,60,102,25,2,12,75,3,4,33,70,0.311,0.372,0.509,0.881,167,9,3,0,7,2,1
"442",24,39,151,132,11,28,7,0,2,12,5,2,14,26,0.212,0.293,0.311,0.603,41,2,1,4,0,0,0
"443",32,56,201,174,20,32,10,0,1,24,3,0,21,53,0.184,0.268,0.259,0.526,45,4,0,3,3,0,0
"444",28,31,86,77,17,29,5,2,3,17,3,0,8,24,0.377,0.43,0.61,1.041,47,2,0,0,1,0,0
"445",23,119,562,488,119,186,46,5,7,45,38,10,53,68,0.381,0.456,0.539,0.995,263,9,15,5,1,3,1
"446",25,108,511,419,95,144,30,9,1,73,32,8,74,54,0.344,0.443,0.465,0.908,195,12,5,7,6,1,1
"447",26,39,124,104,19,25,3,1,1,7,5,2,19,23,0.24,0.358,0.317,0.675,33,2,0,1,0,1,0
"448",28,126,510,441,85,136,35,4,13,66,11,8,59,80,0.308,0.39,0.494,0.885,218,7,4,0,6,1,1
"449",28,26,72,61,7,7,0,2,1,6,1,1,8,12,0.115,0.239,0.23,0.469,14,4,2,1,0,0,1
"450",26,127,513,478,73,147,43,3,5,70,18,1,21,52,0.308,0.341,0.441,0.783,211,11,6,3,5,2,0
"451",31,101,378,333,59,93,15,0,18,60,2,2,44,83,0.279,0.362,0.487,0.849,162,9,0,0,1,4,1
"452",25,23,76,72,11,19,4,1,2,7,1,1,3,11,0.264,0.293,0.431,0.724,31,1,0,1,0,1,0
"453",24,106,471,428,65,136,25,3,3,52,21,8,32,52,0.318,0.369,0.411,0.78,176,5,5,2,4,0,1
"454",34,49,205,181,35,60,9,1,14,53,3,1,19,47,0.332,0.395,0.624,1.019,113,7,2,0,3,1,0
"455",29,64,205,191,24,46,9,1,4,29,4,0,6,49,0.241,0.273,0.361,0.635,69,4,4,0,4,1,0
"456",27,93,374,332,43,92,24,0,7,47,2,0,25,69,0.277,0.338,0.413,0.751,137,10,8,4,5,2,1
"457",23,93,399,362,56,127,27,4,15,90,3,1,26,67,0.351,0.389,0.572,0.96,207,9,2,0,9,2,1
"458",26,28,111,99,18,26,7,1,2,15,0,0,8,22,0.263,0.315,0.414,0.729,41,3,1,0,3,0,0
"459",25,59,264,228,55,69,18,4,5,34,10,0,29,42,0.303,0.386,0.483,0.868,110,6,3,2,2,1,1
"460",27,100,438,390,81,120,33,4,24,98,3,1,37,100,0.308,0.364,0.597,0.961,233,10,2,1,8,3,1
"461",28,74,250,233,27,59,8,3,4,34,4,1,7,29,0.253,0.274,0.365,0.638,85,7,1,5,4,1,1
"462",26,34,84,77,10,19,3,0,1,10,0,1,5,16,0.247,0.301,0.325,0.626,25,3,1,1,0,1,0
"463",23,30,128,125,17,42,11,1,2,12,6,2,1,18,0.336,0.344,0.488,0.832,61,5,1,0,1,0,1
"464",25,121,493,435,74,107,31,6,8,49,4,0,41,76,0.246,0.316,0.4,0.716,174,14,5,8,4,0,1
"465",31,106,424,357,73,113,33,4,9,63,2,3,52,44,0.317,0.407,0.507,0.914,181,12,7,1,7,0,1
"466",28,111,436,381,62,115,18,4,1,40,20,3,42,59,0.302,0.368,0.378,0.746,144,6,1,7,5,4,1
"467",23,61,280,255,33,80,14,2,1,31,13,6,23,29,0.314,0.368,0.396,0.764,101,4,0,0,2,0,1
"468",27,108,469,439,73,151,42,6,10,87,0,1,19,47,0.344,0.365,0.535,0.9,235,4,1,0,10,0,1
"469",26,13,54,51,12,15,4,1,0,8,1,1,2,12,0.294,0.333,0.412,0.745,21,1,1,0,0,0,1
"470",34,34,123,111,15,34,4,0,3,16,1,1,6,20,0.306,0.336,0.423,0.76,47,6,0,4,2,2,1
"471",26,17,74,67,10,29,4,0,3,10,1,0,3,5,0.433,0.48,0.627,1.106,42,1,3,1,0,0,1
"472",27,82,268,238,44,67,15,3,0,25,13,4,22,25,0.282,0.347,0.37,0.717,88,1,3,3,2,1,0
"473",31,38,123,119,12,37,9,0,2,21,0,0,2,17,0.311,0.32,0.437,0.757,52,5,0,1,1,0,1
"474",26,133,498,454,61,122,38,0,12,82,1,4,34,112,0.269,0.324,0.432,0.756,196,9,5,1,4,0,1
"475",24,92,415,379,67,115,27,4,2,37,7,7,29,69,0.303,0.357,0.412,0.768,156,5,3,3,1,0,0
"476",27,119,438,401,56,104,28,1,10,64,2,0,28,97,0.259,0.313,0.409,0.722,164,10,5,0,4,3,0
"477",33,72,276,251,39,54,8,0,20,49,6,3,22,91,0.215,0.275,0.486,0.762,122,4,0,0,3,0,0
"478",23,18,83,77,11,21,6,2,0,12,1,0,3,6,0.273,0.289,0.403,0.692,31,2,0,0,3,0,1
"479",24,105,463,410,79,122,30,7,14,73,12,3,44,88,0.298,0.369,0.507,0.877,208,9,5,0,4,0,1
"480",30,21,90,86,12,25,5,0,4,22,0,0,2,11,0.291,0.3,0.488,0.788,42,5,0,0,2,0,0
"481",24,67,288,264,48,78,17,0,10,42,2,0,19,49,0.296,0.347,0.474,0.821,125,4,3,0,2,2,1
"482",28,42,181,163,26,49,10,3,0,16,10,6,15,28,0.301,0.354,0.399,0.752,65,5,0,0,3,0,1
"483",31,91,366,332,58,97,21,7,5,35,5,1,26,76,0.292,0.346,0.443,0.789,147,3,2,5,1,0,0
"484",28,46,166,158,25,45,10,1,4,31,2,1,5,9,0.285,0.309,0.437,0.746,69,6,1,1,1,0,0
"485",30,27,90,82,12,18,4,0,4,11,4,0,6,17,0.22,0.278,0.415,0.692,34,3,1,0,1,0,0
"486",24,25,91,76,9,17,3,0,1,7,4,1,14,13,0.224,0.344,0.303,0.647,23,1,0,1,0,0,0
"487",28,26,105,92,7,20,4,2,3,13,0,1,9,32,0.217,0.282,0.402,0.684,37,1,0,2,2,0,1
"488",24,122,517,485,78,150,38,2,16,85,17,7,19,70,0.309,0.334,0.495,0.829,240,10,2,5,6,1,1
"489",32,96,401,336,59,84,21,6,11,54,6,6,63,113,0.25,0.369,0.446,0.816,150,2,1,0,1,2,1
"490",25,98,393,347,54,98,19,8,9,46,15,6,34,63,0.282,0.344,0.461,0.805,160,3,2,3,7,0,0
"491",30,118,453,412,61,108,20,2,12,52,5,4,28,82,0.262,0.316,0.408,0.724,168,12,6,4,3,0,1
"492",31,80,326,275,44,68,23,1,15,56,1,2,48,73,0.247,0.359,0.502,0.861,138,4,1,0,2,2,0
"493",26,141,577,528,79,155,35,1,7,74,3,2,36,70,0.294,0.336,0.403,0.74,213,5,3,0,10,1,1
"494",26,87,388,351,57,100,11,7,4,39,23,10,24,46,0.285,0.336,0.39,0.726,137,2,4,7,2,1,1
"495",25,21,83,77,6,17,3,0,1,8,4,1,4,17,0.221,0.268,0.299,0.567,23,1,1,1,0,0,1
"496",20,20,93,77,21,31,4,5,1,13,6,1,11,16,0.403,0.467,0.623,1.091,48,1,1,1,3,0,1
"497",25,34,123,109,11,25,7,0,2,14,1,1,5,28,0.229,0.261,0.349,0.609,38,3,1,4,4,0,1
"498",26,35,154,139,13,31,8,0,2,17,1,3,12,31,0.223,0.286,0.324,0.609,45,5,1,0,2,0,1
"499",23,122,507,463,58,106,23,1,10,60,4,2,37,88,0.229,0.293,0.348,0.64,161,15,5,1,1,0,0
"500",24,40,168,159,14,39,6,0,2,11,0,2,5,21,0.245,0.265,0.321,0.586,51,4,0,2,2,0,0
"501",26,70,329,304,39,83,16,3,4,33,26,14,23,61,0.273,0.326,0.385,0.711,117,6,1,1,0,0,0
"502",21,64,296,267,39,65,15,5,7,29,3,2,24,68,0.243,0.31,0.416,0.725,111,6,2,2,1,0,1
"503",29,17,72,62,11,16,5,0,2,8,0,1,8,13,0.258,0.333,0.436,0.769,27,1,0,0,2,1,1
"504",30,125,536,471,64,146,32,2,20,81,3,0,64,97,0.31,0.394,0.514,0.908,242,14,1,0,0,2,1
"505",23,76,323,296,39,80,18,2,11,30,9,6,24,75,0.27,0.325,0.456,0.781,135,9,1,0,2,1,1
"506",28,41,160,147,24,41,9,0,3,18,1,0,10,29,0.279,0.325,0.401,0.726,59,7,1,0,2,1,0
"507",28,24,94,86,10,18,5,0,3,11,0,0,5,14,0.209,0.247,0.372,0.619,32,3,0,1,2,0,1
"508",25,76,322,281,47,80,13,1,21,54,2,2,29,103,0.285,0.367,0.562,0.929,158,1,9,0,3,3,1
"509",30,89,347,302,45,84,15,1,15,52,0,0,36,70,0.278,0.362,0.483,0.846,146,4,5,2,2,1,1
"510",24,83,381,340,50,90,18,2,9,41,19,5,34,85,0.265,0.331,0.409,0.74,139,4,1,3,3,2,1
"511",32,102,422,361,49,107,18,1,12,51,5,3,50,41,0.296,0.389,0.452,0.841,163,4,6,3,2,1,0
"512",26,72,250,224,35,58,15,2,2,19,1,1,19,57,0.259,0.331,0.371,0.701,83,3,5,2,0,1,0
"513",25,20,82,66,10,16,6,1,0,4,1,0,16,16,0.242,0.39,0.364,0.754,24,1,0,0,0,1,1
"514",22,131,543,496,74,129,31,2,10,62,3,2,23,89,0.26,0.308,0.391,0.699,194,12,13,7,4,0,1
"515",27,22,95,71,18,17,7,2,2,14,2,1,20,17,0.239,0.415,0.479,0.894,34,0,2,1,1,0,1
"516",29,71,268,230,43,55,13,0,12,37,2,0,34,62,0.239,0.343,0.452,0.796,104,6,3,0,1,0,0
"517",26,74,336,259,49,66,14,3,8,35,7,1,66,53,0.255,0.411,0.425,0.835,110,9,6,0,5,1,1
"518",25,72,324,276,48,77,19,1,12,53,5,1,38,74,0.279,0.367,0.486,0.853,134,11,4,0,6,0,1
"519",26,61,285,260,33,66,17,1,4,37,8,2,20,50,0.254,0.312,0.373,0.685,97,9,3,0,2,0,1
"520",26,51,234,209,38,70,12,2,13,45,5,2,23,34,0.335,0.402,0.598,1,125,13,1,0,1,1,1
"521",24,125,562,524,73,155,28,6,15,75,13,9,33,75,0.296,0.338,0.458,0.796,240,13,2,0,3,1,1
"522",26,90,383,328,61,80,26,3,18,61,5,4,47,115,0.244,0.35,0.506,0.856,166,14,7,0,1,0,1
"523",27,35,121,102,16,24,6,0,2,13,1,2,14,28,0.235,0.331,0.353,0.684,36,2,2,0,3,0,1
"524",28,66,305,254,44,65,16,0,15,52,1,1,44,60,0.256,0.367,0.496,0.863,126,6,3,0,4,2,1
"525",27,108,474,409,75,103,15,11,6,38,15,7,54,104,0.252,0.345,0.386,0.731,158,2,5,4,2,0,0
"526",28,51,224,196,32,56,11,1,15,33,4,0,22,40,0.286,0.371,0.582,0.952,114,3,5,0,1,1,1
"527",23,58,246,218,39,59,14,2,9,38,5,1,21,41,0.271,0.329,0.477,0.806,104,7,1,0,6,0,1
"528",24,99,375,328,43,84,13,5,7,47,5,1,32,93,0.256,0.327,0.39,0.717,128,10,5,5,5,0,0
"529",24,39,157,131,36,51,7,1,7,23,4,3,23,31,0.389,0.484,0.618,1.102,81,0,1,2,0,1,1
"530",40,17,69,63,8,19,3,0,0,14,0,0,5,17,0.302,0.348,0.349,0.697,22,6,0,0,1,0,0
"531",28,52,229,200,29,53,7,0,9,29,3,1,28,56,0.265,0.358,0.435,0.793,87,7,1,0,0,0,1
"532",29,76,310,275,46,77,21,1,8,47,4,2,26,57,0.28,0.34,0.451,0.791,124,6,2,1,6,0,1
